Iter-0; D_loss: 1.596374273300171; G_loss: 2.21364426612854
Iter-90000; D_loss: 0.5529389977455139; G_loss: 2.276431083679199
Iter-91000; D_loss: 0.595046877861023; G_loss: 2.2331910133361816
Iter-92000; D_loss: 0.5604938864707947; G_loss: 2.1665890216827393
Iter-93000; D_loss: 0.6488901376724243; G_loss: 2.3511435985565186
Iter-94000; D_loss: 0.5981540679931641; G_loss: 2.2073633670806885
Iter-95000; D_loss: 0.5633333921432495; G_loss: 2.221881866455078
Iter-96000; D_loss: 0.6042226552963257; G_loss: 2.6780879497528076
Iter-97000; D_loss: 0.5987554788589478; G_loss: 2.1026039123535156
Iter-98000; D_loss: 0.4563789367675781; G_loss: 2.156205177307129
Iter-99000; D_loss: 0.6002723574638367; G_loss: 2.66945743560791
